"scope","operation_id","command","argument_form","status","evidence","live_record"
"api","WidgetService_DeleteWidget","/tmp/redwood-cli-live.g6SvWe/cadenya widgets delete","/tmp/redwood-cli-live.g6SvWe/cadenya widgets delete <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetService_UpdateWidget","/tmp/redwood-cli-live.g6SvWe/cadenya widgets update","/tmp/redwood-cli-live.g6SvWe/cadenya widgets update <id> [--workspace-id <value>] [--name <value>] [--external-id <value>] [--label KEY=VALUE]... [--agent-id <value>] [--variation-id <value>] [--origin-allowlist <value>]... [--update-mask <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetService_ArchiveWidget","/tmp/redwood-cli-live.g6SvWe/cadenya widgets archive","/tmp/redwood-cli-live.g6SvWe/cadenya widgets archive <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WidgetService_UnarchiveWidget","/tmp/redwood-cli-live.g6SvWe/cadenya widgets unarchive","/tmp/redwood-cli-live.g6SvWe/cadenya widgets unarchive <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WorkspaceSecretService_ListWorkspaceSecrets","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets list","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets list [--workspace-id <value>] [--limit <value>] [--cursor <value>] [--prefix <value>] [--query <value>] [--labels <value>] [--sort-order <value>] [--include-info[=true|false]]","completed","real api.cadenya.com: CLI exit 0 and decoded expected JSON shape; no response body persisted",""
"api","WorkspaceSecretService_CreateWorkspaceSecret","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets create","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets create [--workspace-id <value>] --name <value> [--external-id <value>] [--label KEY=VALUE]... [--value <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WorkspaceSecretService_GetWorkspaceSecret","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets retrieve","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets retrieve <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WorkspaceSecretService_DeleteWorkspaceSecret","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets delete","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets delete <id> [--workspace-id <value>]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"api","WorkspaceSecretService_UpdateWorkspaceSecret","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets update","/tmp/redwood-cli-live.g6SvWe/cadenya workspace-secrets update <id> [--workspace-id <value>] [--name <value>] [--external-id <value>] [--label KEY=VALUE]... [--value <value>] [--update-mask <value>] [-f <doc>] [--dry-run]","completed","real api.cadenya.com: CLI owned-fixture mutation succeeded (live-cli-mtc9zpvv); response body not persisted",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya --help","/tmp/redwood-cli-live.g6SvWe/cadenya --help","completed","absolute binary rendered root command help",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya --version","/tmp/redwood-cli-live.g6SvWe/cadenya --version","completed","absolute binary reported CLI 1.0.0 / API 1.0",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya schema","/tmp/redwood-cli-live.g6SvWe/cadenya schema [command path]","completed","listed all schemas and rendered agents create schema",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya auth login","/tmp/redwood-cli-live.g6SvWe/cadenya auth login --no-browser","blocked","real device flow initialized; interactive browser completion intentionally not available",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya auth status","/tmp/redwood-cli-live.g6SvWe/cadenya --profile live-test auth status","completed","isolated temporary-home status succeeded",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya auth logout","/tmp/redwood-cli-live.g6SvWe/cadenya --profile live-test auth logout","completed","isolated temporary-home logout succeeded",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya config set","/tmp/redwood-cli-live.g6SvWe/cadenya --profile live-test config set workspace-id <workspace-id>","completed","isolated temporary-home value stored",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya config get","/tmp/redwood-cli-live.g6SvWe/cadenya --profile live-test config get workspace-id","completed","isolated temporary-home value read and matched",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya config list","/tmp/redwood-cli-live.g6SvWe/cadenya --profile live-test config list","completed","isolated temporary-home effective configuration listed",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya config unset","/tmp/redwood-cli-live.g6SvWe/cadenya --profile live-test config unset workspace-id","completed","isolated temporary-home value removed",""
"local","","/tmp/redwood-cli-live.g6SvWe/cadenya whoami","/tmp/redwood-cli-live.g6SvWe/cadenya --display json whoami","completed","root alias reached api.cadenya.com and decoded profile JSON",""
